urn	label	description
urn:cite:hmt:dseGraph.1000.v1	Venetus A Scholion on Iliad 24.3-24.11	A Digital Scholarly Edition graph of the Venetus A scholion urn:cts:greekLit:tlg5026.msA.hmt:24.A2
